Date,All_sum_tot_postpan,All_sum_tot_prepan,Subways_sum_tot_postpan,Subways_sum_tot_prepan,Buses_sum_tot_postpan,Buses_sum_tot_prepan,LIRR_sum_tot_postpan,LIRR_sum_tot_prepan,Metro_North_sum_tot_postpan,Metro_North_sum_tot_prepan,Access_A_Ride_sum_tot_postpan,Access_A_Ride_sum_tot_prepan,Bridges_and_Tunnels_sum_tot_postpan,Bridges_and_Tunnels_sum_tot_prepan,Staten_Island_Railway_sum_tot_postpan,Staten_Island_Railway_sum_tot_prepan,All_perc_postpan_as_prepan,Subways_perc_postpan_as_prepan,Buses_perc_postpan_as_prepan,LIRR_perc_postpan_as_prepan,Metro_North_perc_postpan_as_prepan,Access_A_Ride_perc_postpan_as_prepan,Bridges_and_Tunnels_perc_postpan_as_prepan,Staten_Island_Railway_perc_postpan_as_prepan,All_pred,Subways_pred,Buses_pred,LIRR_pred,Metro_North_pred,Access_A_Ride_pred,Bridges_and_Tunnels_pred,Staten_Island_Railway_pred
2023-10-01,41399631,58458648.09890346,23598513,34602126.40014604,8487921,13646450.14551878,1339005,1776808.4046950175,1208801,1714807.34085629,192600,185066.91900274856,6530791,6435857.210755468,42000,97531.67792911695,71.0,68.0,62.0,75.0,70.0,104.0,101.0,43.0,39020791.28227255,21929769.732557833,7981087.728208816,1291561.025907077,1138175.336583901,188826.45981044503,6453063.976450507,38307.02275397365
2023-10-08,40203902,58384828.391583174,22743527,34520851.44578023,8065018,13667705.448252594,1371008,1777866.527721581,1230182,1708904.381785097,186616,185017.51368640875,6566859,6426956.777726461,40692,97526.29663079994,69.0,66.0,59.0,77.0,72.0,101.0,102.0,42.0,39067377.87544478,21965740.97736667,7979003.605018097,1296104.449565625,1142164.7626542966,189483.34719803173,6456516.2899337765,38364.44370828131
2023-10-15,41780782,58296065.4574917,23916503,34457335.651056685,8406771,13646928.746774545,1377130,1770873.0679280774,1240640,1712884.6954147276,194148,184853.76314388964,6602240,6425709.370557578,43350,97480.16261620139,72.0,69.0,62.0,78.0,72.0,105.0,103.0,44.0,39113964.46861701,22001712.22217551,7976919.481827377,1300647.8732241732,1146154.1887246922,190140.23458561848,6459968.603417047,38421.86466258897
2023-10-22,42501351,58409208.59224026,24402006,34521459.48516419,8494545,13689686.200992228,1383336,1781180.5774967885,1273040,1712498.7081233552,195823,184899.01192801865,6708829,6422546.205843762,43772,96938.40269192067,73.0,71.0,62.0,78.0,74.0,106.0,104.0,45.0,39160551.06178923,22037683.46698435,7974835.358636659,1305191.2968827214,1150143.6147950878,190797.12197320518,6463420.916900317,38479.28561689663
2023-10-29,41830016,57649858.26052927,24473398,34044380.5307945,8153446,13384877.733856978,1357787,1819213.9429336572,1243493,1693214.7178219915,193028,188756.67020080355,6365037,6426435.716095293,43827,92978.94882604924,73.0,72.0,61.0,75.0,73.0,102.0,99.0,47.0,39207137.65496146,22073654.711793188,7972751.235445939,1309734.7205412695,1154133.0408654832,191454.00936079194,6466873.230383588,38536.70657120429
2023-11-05,41088374,52591193.20940141,23575364,30815849.587134782,8108439,12056724.340288814,1384978,1613332.9220741729,1248836,1504033.0052496418,190854,179354.3691659508,6539143,6344517.865325916,40760,77381.1201621327,78.0,77.0,67.0,86.0,83.0,106.0,103.0,53.0,39253724.24813369,22109625.956602026,7970667.112255219,1314278.1441998177,1158122.4669358789,192110.89674837864,6470325.543866858,38594.127525511954
2023-11-12,41559647,57366736.51297584,23836964,33841849.514538184,8276209,13263110.33234127,1384233,1846685.0269763872,1253494,1684255.917336388,202557,191879.1774535385,6562754,6447438.557725631,43436,91517.98660444607,72.0,70.0,62.0,75.0,74.0,106.0,102.0,47.0,39300310.84130591,22145597.201410864,7968582.989064501,1318821.5678583658,1162111.8930062745,192767.7841359654,6473777.857350129,38651.54847981961
2023-11-19,33916092,47659324.07189842,18696642,27601539.560346562,6257846,10903678.318094522,1278553,1380518.9218041257,1155070,1324377.1604687418,159704,167021.24961663684,6336597,6218536.981274916,31680,63651.88029292181,71.0,68.0,57.0,93.0,87.0,96.0,102.0,50.0,39346897.43447814,22181568.4462197,7966498.865873781,1323364.991516914,1166101.31907667,193424.67152355213,6477230.170833399,38708.96943412727
2023-11-26,40697014,56907530.94330721,23844423,33694752.58890635,7749697,13045050.491139576,1332666,1863291.4741756832,1207098,1685694.1927133263,196002,189140.5435564326,6325728,6337316.017931944,41400,92285.6348838993,72.0,71.0,59.0,72.0,72.0,104.0,100.0,45.0,39393484.02765037,22217539.69102854,7964414.742683061,1327908.4151754621,1170090.7451470657,194081.55891113885,6480682.484316669,38766.390388434935
2023-12-03,41804151,54706743.11801322,24529884,32593671.74352218,7953957,12264192.793442046,1400949,1815561.2887486184,1269316,1660939.0418124993,200086,180845.88118838368,6407797,6105083.203855878,42162,86449.16544361647,76.0,75.0,65.0,77.0,76.0,111.0,105.0,49.0,39440070.62082259,22253510.935837377,7962330.619492343,1332451.83883401,1174080.1712174613,194738.44629872558,6484134.797799939,38823.81134274259
